,PT08.S4(NO2),PT08.S2(NMHC),C6H6(GT)
112,0.769109712230216,0.5936091765669808,0.4165114867145989
113,0.664568345323741,0.5004779461969139,0.3139033334581994
114,0.5540692446043165,0.4022941417451864,0.2193254502791084
115,0.5753147482014389,0.4167690837088625,0.2323652640837801
116,0.5744154676258992,0.4255086713095726,0.240391726545908
117,0.5196717625899281,0.3656971186672129,0.1877865450697389
118,0.5053956834532374,0.3549091902225864,0.1788856430623843
119,0.5721672661870505,0.4139014065273795,0.2297566869103489
120,0.4099595323741007,0.6648914379352724,0.1272290393432908
121,0.4099595323741007,0.2871773863170831,0.1272290393432908
122,0.4099595323741007,0.650006827802813,0.1272290393432908
123,0.6773830935251799,0.4972006008466475,0.3105176846545545
124,0.5868929856115108,0.4234603304656561,0.2385002054263773
125,0.4479541366906475,0.2561791615458145,0.1060874029395777
126,0.5307254196642537,0.3474441258136283,0.1728331761026658
127,0.4190647482014389,0.2186262460740133,0.082658470264532
128,0.3753372302158274,0.1402430697801448,0.04185467283299273
129,0.365669964028777,0.1224907824662023,0.03421812710213344
130,0.3697167266187051,0.1323228185170012,0.03837140070697858
131,0.358363309352518,0.1100641813464427,0.02924396714238281
132,0.389613309352518,0.1627748190632255,0.05242198881119034
133,0.4117580935251798,0.2112522190359142,0.07834556004490649
134,0.6015062949640289,0.4379352724293323,0.2520018441749885
135,0.6761465827338129,0.493650143383859,0.306867444970822
136,0.7464028776978417,0.5720333196777277,0.3916520106241128
137,0.6392760791366907,0.4988392735217807,0.3122085670723025
138,0.5922886690647482,0.4731667349446947,0.2861662969486364
139,0.6505170863309353,0.5331148436433156,0.3484618481561552
140,0.6052158273381296,0.5055305202785744,0.3191532805447373
141,0.5055080935251799,0.4113068414584187,0.227407263962204
142,0.5430530575539569,0.4442168510173427,0.2579584855965309
143,0.5341726618705036,0.4313805817287997,0.2458490055382893
144,0.5517086330935252,0.4651099276252901,0.2781919231047409
145,0.5950989208633093,0.484910555783149,0.2979601814689811
146,0.5508093525179856,0.4311074696162774,0.2455940321616379
147,0.6989658273381296,0.569575310665028,0.3888611369877694
148,0.5211330935251799,0.3921889935818653,0.2104111647157559
149,0.4535746402877698,0.3056124539123311,0.1405560075173556
150,0.4476169064748202,0.2957804178615322,0.1333790742772029
151,0.4005170863309352,0.2188993581865356,0.08282004376531314
152,0.3742131294964029,0.1803905503209067,0.06134707102024295
153,0.3509442446043166,0.132049706404479,0.038253466521489
154,0.3382419064748202,0.1055578314898266,0.02751722000990915
155,0.3222796762589928,0.09299467431380579,0.02292380631301542
156,0.3319469424460432,0.1054212754335655,0.02746554127599089
157,0.4520008992805756,0.2701078792844462,0.1153885946066408
158,0.6509667266187051,0.5191861259046838,0.3335262413995857
159,0.4099595323741007,0.2871773863170831,0.1272290393432908
160,0.6631070143884892,0.5178205653420729,0.3320768963487137
161,0.5532823741007193,0.424689334972006,0.2396343610995016
162,0.4960656474820144,0.3733442578178342,0.1942059257170533
163,0.5377697841726619,0.4199098730028676,0.235236525970513
164,0.5218075539568345,0.395876007100915,0.2136455957251006
165,0.435476618705036,0.3334698893895944,0.1617397941109154
166,0.5069694244604317,0.4208657653966954,0.236113341131753
167,0.4378372302158274,0.3697938003550457,0.1912141983949618
168,0.6427607913669064,0.5978424143110747,0.4214649105087285
169,0.4099595323741007,0.2871773863170831,0.1272290393432908
170,0.4099595323741007,0.2871773863170831,0.1272290393432908
171,0.7297661870503598,0.6018025399426464,0.1272290393432908
172,0.5285521582733814,0.4188174245527789,0.2342361381860703
173,0.5514838129496402,0.4301515772224498,0.244702505391408
174,0.5025854316546763,0.3820838454185443,0.2016533393615207
175,0.4276079136690648,0.2845828212481223,0.1253981730667562
176,0.3848920863309352,0.2205380308616687,0.0837922301231755
177,0.3594874100719425,0.1659156083572307,0.05397112187588968
178,0.352068345323741,0.1428376348491055,0.04302216114706228
179,0.339703237410072,0.1308207018981292,0.0377245688301887
180,0.3513938848920864,0.1458418680868497,0.04439016736929002
181,0.4494154676258993,0.2742045609722791,0.1181861394693644
182,0.6936825539568345,0.5467704492694251,0.363372689005537
183,0.4099595323741007,0.2871773863170831,0.1272290393432908
184,0.6560251798561152,0.5185033456233784,0.3328012348596745
185,0.5400179856115108,0.4059811552642359,0.2226167317332508
186,0.4997751798561151,0.3737539259866175,0.1945523833159699
187,0.4932553956834533,0.3676089034548682,0.1893828673482637
188,0.4987634892086332,0.3842687423187219,0.2035336172919258
189,0.4893585131894335,0.4071646410851837,0.2236775743422293
190,0.5465377697841727,0.4488597569302198,0.262398951302204
191,0.5114658273381296,0.4085757203331968,0.2249452049099381
192,0.6319694244604317,0.5215075788611225,0.3359962576311907
193,0.7044739208633093,0.5904683872729756,0.412852421006961
194,0.6744604316546763,0.5844599207974873,0.4058906477230124
195,0.5308003597122302,0.403113478082753,0.2200550585883826
196,0.4810026978417266,0.3308753243206336,0.159714239121335
197,0.4470548561151079,0.2879967226546497,0.1278095140436926
198,0.4743705035971224,0.3020619964495426,0.1379461573636048
199,0.4272706834532374,0.2494879147890209,0.1017356745883916
200,0.3728642086330935,0.1663252765260139,0.05417453967535206
201,0.3371178057553957,0.1301379216168237,0.03743201531464099
202,0.3279001798561151,0.1011880376894715,0.02588248047698229
203,0.3189073741007194,0.0771541717875188,0.01760515198810395
204,0.3474595323741007,0.1220811142974191,0.03404921929262434
205,0.4442446043165468,0.2522190359142428,0.1035027101380115
206,0.7163893884892087,0.5402157585688925,0.3561824642926155
207,0.4099595323741007,0.6545131776594292,0.1272290393432908
208,0.6426483812949642,0.4870954526833265,0.3001765878817785
209,0.5970098920863309,0.4410760617233375,0.2549728165117771
210,0.539568345323741,0.4009285811825755,0.2181117086178904
211,0.5618255395683454,0.4225044380718285,0.2376196553043332
212,0.5953237410071943,0.4470845281988256,0.2606973454566859
213,0.6319694244604317,0.4834084391642769,0.2964404343973585
214,0.631070143884892,0.4898265738085484,0.3029568609020257
215,0.6538893884892087,0.5118120988665847,0.3257315560255933
216,0.63005845323741,0.5012972825344804,0.3147521721781595
217,0.6500674460431655,0.5249214802676498,0.3396426410951649
218,0.6254496402877698,0.4963812645090809,0.3096737008975814
219,0.5858812949640289,0.4473576403113478,0.2609588264688379
220,0.4732464028776979,0.3068414584186808,0.1414641918076812
221,0.4477293165467626,0.2885429468796941,0.1281971115645655
222,0.4026528776978417,0.2287313942373344,0.08872351646615077
223,0.3945593525179856,0.2128908917110474,0.07929570495583657
224,0.3737634892086331,0.1825754472210842,0.06249389969613264
225,0.3630845323741007,0.1604533661067868,0.05128883778584493
226,0.3509442446043166,0.1436569711866721,0.04339353483724798
227,0.3594874100719425,0.1518503345623378,0.04717797263843092
228,0.3557778776978417,0.1301379216168237,0.03743201531464099
229,0.4092850719424461,0.1880376894715281,0.06539904514289803
230,0.4820143884892087,0.301242660111976,0.1373467986530111
231,0.5116906474820144,0.335654786289772,0.1634538376036082
232,0.5454136690647482,0.3737539259866175,0.1945523833159699
233,0.5473246402877698,0.370203468523829,0.1915583989935639
234,0.5421537769784173,0.3580499795165916,0.1814582623942096
235,0.5323741007194245,0.3587327597978971,0.1820195721559369
236,0.4879721223021583,0.3109381401065138,0.1445091672932552
237,0.4596447841726619,0.2735217806909737,0.1177179377138956
238,0.4441321942446043,0.2518093677454595,0.1032368465273097
239,0.4935926258992806,0.3189949474259184,0.1505767675955632
240,0.5500224820143884,0.3712959169739178,0.1924775415249058
241,0.6148830935251799,0.4457189676362147,0.2593916022511623
242,0.599820143884892,0.4412126177795985,0.2551023227889254
243,0.5703687050359711,0.395876007100915,0.2136455957251006
244,0.5221447841726619,0.3222722927761846,0.153074855268961
245,0.5038219424460433,0.3024716646183259,0.1382462468858695
246,0.5228192446043165,0.3363375665710774,0.1639910328874995
247,0.4613309352517986,0.2669670899904411,0.1132628059575248
248,0.4381744604316547,0.2402021029632664,0.09582292872269411
249,0.451101618705036,0.2473030178888434,0.1003311874325677
250,0.4441321942446043,0.2287313942373344,0.08872351646615077
251,0.4090602517985611,0.1787518776457736,0.06049268178861879
252,0.3772482014388489,0.1149346806864236,0.0311565815857833
253,0.4232239208633093,0.1660521644134917,0.05403889306456104
254,0.4392985611510792,0.1915881469343165,0.06731642867750882
255,0.4535746402877698,0.2175337976239246,0.08201348491358476
256,0.4865107913669065,0.2613682916837362,0.1095143966056569
257,0.4924685251798561,0.2657380854840912,0.112435474348604
258,0.4792041366906475,0.2728390004096681,0.1172505130727979
259,0.4570593525179856,0.2537211525331148,0.1044799809449335
260,0.4296312949640288,0.1960944967909327,0.06978280719973283
261,0.5024730215827338,0.2911375119486549,0.1300449048769965
262,0.4295188848920864,0.2565888297145978,0.1063563011869015
263,0.4745953237410073,0.302744776730848,0.1384464584225993
264,0.594761690647482,0.4193636487778233,0.2347361071228491
265,0.5365332733812951,0.3753925986617507,0.1959408139958173
266,0.5795863309352518,0.4204560972279121,0.2357373945893063
267,0.5042715827338129,0.3224088488324457,0.1531793165973012
268,0.4690872302158274,0.281305475897856,0.1231013966136876
269,0.4824640287769784,0.2802130274477673,0.1223397553042214
270,0.46369154676259,0.2359688652191725,0.093176470775243
271,0.4478417266187051,0.2096135463607811,0.07740016124141527
272,0.3615107913669065,0.09791069233920521,0.024682263957127
273,0.3252023381294964,0.04629250307251123,0.00882919314478433
274,0.3385791366906475,0.05352997405434931,0.01069257321806654
275,0.3268884892086331,0.04861395602894988,0.009413521839815548
276,0.3693794964028778,0.1107469616277482,0.02950919896594119
277,0.4436825539568346,0.2102963266420866,0.07779350009814837
278,0.6498426258992807,0.4626519186125905,0.2757780545278519
279,0.634330035971223,0.4743957394510446,0.2873910957780827
280,0.4192895683453238,0.2572716099959033,0.1068050957462676
281,0.4307553956834533,0.2646456370340025,0.111702196202249
282,0.4611061151079137,0.3173562747507852,0.1493342003383168
283,0.4711106115107914,0.3337430015021167,0.1619536341780236
284,0.4748201438848921,0.3480813874095317,0.1733464261658159
285,0.4598696043165468,0.3382493513587328,0.165499118918903
286,0.4466052158273382,0.3554554144476307,0.1793319443443053
287,0.4744829136690648,0.3706131366926123,0.1919028602758369
288,0.6208408273381296,0.4730301788884337,0.286030344752719
289,0.6481564748201438,0.5142701078792844,0.3283211129723538
290,0.6357913669064748,0.5145432199918066,0.3286093771895519
291,0.5428282374100719,0.4085757203331968,0.2249452049099381
292,0.4539118705035971,0.2911375119486549,0.1300449048769965
293,0.3680305755395684,0.1887204697528335,0.06576600013834061
294,0.3631969424460432,0.1727434111702854,0.05740212643067617
295,0.3409397482014389,0.1379216168237061,0.04082109738004946
296,0.3501573741007194,0.1300013655605626,0.03737361431843771
297,0.3298111510791367,0.07592516728116891,0.01721502601233387
298,0.3193570143884892,0.05161818926669395,0.01018847841937369
299,0.2969874100719425,0.04123992899085074,0.007601615560953527
300,0.3307104316546762,0.1000955892393827,0.02547993887809566
301,0.3945593525179856,0.1973235012972825,0.07046179681463986
302,0.5746402877697843,0.4044790386453639,0.2212733430362216
303,0.6942446043165469,0.5141335518230233,0.3281770210241885
304,0.5870053956834533,0.4380718284855933,0.2521307109412436
305,0.5589028776978417,0.4272839000409668,0.2420361451023847
306,0.537320143884892,0.3900040966816878,0.2085042905072015
307,0.5826214028776979,0.4496790932677864,0.263185885070178
308,0.4892086330935252,0.3719786972552233,0.1930529463909333
309,0.4665017985611511,0.3259593062952342,0.1559058049835142
310,0.4582958633093525,0.297009422367882,0.134267561002555
311,0.5250674460431655,0.3976512358323092,0.2152103293132356
312,0.4328911870503597,0.3110746961627748,0.1446111346618079
313,0.5111285971223021,0.3827666256998498,0.2022401360835752
314,0.5263039568345325,0.4058445992079749,0.2224944637542507
315,0.4206384892086331,0.2735217806909737,0.1177179377138956
316,0.3703537170263939,0.2145295643861805,0.08025058779473011
317,0.3927607913669065,0.2176703536801857,0.08209399352720809
318,0.3864658273381296,0.2036050798852929,0.07397443862139565
319,0.3839928057553957,0.1970503891847603,0.07031067586699169
320,0.3484712230215828,0.1369657244298784,0.04039854129075484
321,0.3239658273381296,0.09149255769493378,0.0223965860641512
322,0.3308228417266187,0.0958623514952888,0.02394344603610936
323,0.3164343525179856,0.07565205516864673,0.01712877775136617
324,0.3166591726618705,0.09709135600163868,0.02438568928379486
325,0.3830935251798561,0.2007374027038099,0.07236208894620769
326,0.5193345323741008,0.3964222313259593,0.2141265393059437
327,0.6876124100719425,0.5527789157449133,0.3700171252469211
328,0.5482239208633093,0.4043424825891029,0.2211513869216648
329,0.4290692446043166,0.2808958077290727,0.1228155493950069
330,0.3997302158273382,0.2505803632391096,0.1024409667774385
331,0.4163669064748202,0.297009422367882,0.134267561002555
332,0.456384892086331,0.341526696708999,0.1680978968706648
333,0.4240107913669065,0.2507169192953708,0.1025292710563718
334,0.5299010791366907,0.3519049569848423,0.1764393574337141
335,0.5539568345323742,0.3891847603441213,0.2077911003824586
336,0.5265287769784173,0.3640584459920797,0.1864228001812188
337,0.655238309352518,0.5018435067595248,0.315318603481902
338,0.5361960431654678,0.4076198279393691,0.2240861571715489
339,0.4587455035971224,0.3120305885566025,0.1453257508988358
340,0.3974820143884892,0.2325549638126451,0.09106472954235233
341,0.3609487410071943,0.1944558241157995,0.06888171042100531
342,0.3549910071942446,0.1932268196094497,0.06820905976044099
343,0.3139613309352519,0.1295916973917793,0.03719863088612815
344,0.3156474820143885,0.1006418134644272,0.02568090154633318
345,0.3027203237410072,0.08452819882561793,0.0200144639300671
346,0.2970998201438849,0.05803632391096544,0.01191414665550202
347,0.2728192446043166,0.04014748054076198,0.007344233054788018
348,0.3221672661870503,0.08548409121944558,0.02033532464379987
349,0.373988309352518,0.1713778506076744,0.05670901141219341
350,0.5259667266187051,0.355865082616414,0.1796669773786106
351,0.6230890287769784,0.4649733715690291,0.2780575860297009
352,0.4502023381294964,0.3004233237744094,0.1367485342963404
353,0.4123201438848921,0.2545404888706814,0.1050146509176274
354,0.4004046762589928,0.232418407756384,0.0909806787754824
355,0.4579586330935252,0.301379216168237,0.1374466157933077
356,0.4232239208633093,0.2858118257544722,0.1262640408586935
357,0.427158273381295,0.29550730574901,0.1331819685075009
358,0.4470548561151079,0.3271883108015841,0.156854292646247
359,0.4386241007194245,0.3131230370066913,0.1461442641646739
360,0.5383318345323742,0.411853065683463,0.2279010323379507
361,0.6783947841726619,0.5652055168646729,0.3839204848350633
362,0.6432104316546763,0.5231462515362556,0.3377444419785547
363,0.4441321942446043,0.3310118803768948,0.1598205797845455
364,0.3710656474820144,0.2264099412808958,0.08731444369194974
365,0.3473471223021583,0.1926805953844053,0.06791097773882988
366,0.3694919064748202,0.2205380308616687,0.0837922301231755
367,0.3624100719424461,0.2021029632664208,0.073128043905493
368,0.342738309352518,0.1675542810323638,0.05478666806021222
369,0.3004721223021583,0.09709135600163868,0.02438568928379486
370,0.3201438848920864,0.1194865492284583,0.03298722518909088
371,0.3422886690647483,0.147753652874505,0.04526972322855493
372,0.3651079136690648,0.1802539942646456,0.06127568407823526
373,0.3988309352517986,0.2503072511265875,0.1022644533661179
374,0.5741906474820144,0.4466748600300423,0.2603053316348443
375,0.618929856115108,0.4887341253584596,0.3018434505135196
376,0.5378821942446044,0.4141745186399017,0.2300045872114488
377,0.5002248201438848,0.3904137648504711,0.2088612718296739
378,0.428169964028777,0.3442578178342209,0.1702765358279166
379,0.4425959232613759,0.3740270380991397,0.1947834995504062
380,0.3774730215827338,0.2911375119486549,0.1300449048769965
381,0.3273381294964029,0.2145295643861805,0.08025058779473011
382,0.4061375899280575,0.3000136556056261,0.1364498127169803
383,0.4663893884892087,0.3491738358596204,0.1742277723000948
384,0.462455035971223,0.3570940871227639,0.1806736549517948
385,0.444806654676259,0.3712959169739178,0.1924775415249058
386,0.4222122302158274,0.3366106786835996,0.1642061184081965
387,0.3404901079136691,0.2336474122627339,0.09173829652754843
388,0.3151978417266187,0.1965041649597159,0.07000883568131026
389,0.3176708633093525,0.1809367745459511,0.06163296001318928
390,0.339703237410072,0.2143930083299194,0.08017083346066836
391,0.306205035971223,0.1530793390686877,0.04775667154930532
392,0.3421762589928057,0.1925440393281442,0.06783654131639841
393,0.3329586330935252,0.1724702990577632,0.05726322762830326
394,0.3348696043165468,0.1717875187764577,0.05691658382825129
395,0.2972122302158274,0.1065137238836542,0.02788003902398518
396,0.3141861510791367,0.1267240202102963,0.03598298498145041
397,0.3216052158273382,0.1558104601939096,0.04905291546718443
398,0.3898381294964029,0.2505803632391096,0.1024409667774385
399,0.4403102517985611,0.2923665164550048,0.1309240374528553
400,0.4355890287769784,0.3184487232008739,0.1501620983159317
401,0.4045638489208633,0.3124402567253858,0.1456324673259785
402,0.4038893884892087,0.3039737812371979,0.1393489129697064
403,0.4119829136690648,0.3252765260139288,0.155379911834934
404,0.4696492805755396,0.375938822886795,0.1964045482628974
405,0.3624100719424461,0.2727024443534071,0.1171571214375972
406,0.4439073741007194,0.3598252082479858,0.1829191850477015
407,0.430193345323741,0.3490372798033593,0.1741175012197024
408,0.4654901079136691,0.3706131366926123,0.1919028602758369
409,0.4811151079136691,0.3801720606308889,0.2000141331383787
410,0.4863983812949641,0.3678820155673904,0.1896113777600301
411,0.415580035971223,0.2987846510992762,0.1355552914160412
412,0.3910746402877698,0.2535845964768537,0.1043909799451475
413,0.4191771582733814,0.2952341936364878,0.1329849848761615
414,0.4104091726618705,0.3023351085620647,0.1381461866708845
415,0.4046762589928057,0.2888160589922163,0.1283910945604081
416,0.379271582733813,0.242523555919705,0.09728728441329247
417,0.4269334532374101,0.288406390823433,0.1281001661204534
418,0.3799460431654676,0.210842550867131,0.07810876507543006
419,0.3294739208633093,0.1325959306295234,0.0384894807081406
420,0.3556654676258993,0.1665983886385361,0.05431032522308305
421,0.3463354316546762,0.167827393144886,0.05492307821759871
422,0.3736510791366907,0.1988256179161546,0.07129535347350609
423,0.4205260791366907,0.2712003277345351,0.1161318672369647
424,0.4269334532374101,0.3030178888433702,0.1386467914137874
425,0.4331160071942446,0.3136692612317357,0.1465542439290172
426,0.3988309352517986,0.2748873412535846,0.1186551178936781
427,0.3309352517985611,0.2254540488870681,0.08673696192290467
428,0.2869829136690648,0.1728799672265465,0.05747162751157012
429,0.3186825539568346,0.2022395193226819,0.07320482255287142
430,0.3116007194244605,0.187901133415267,0.06532575558040542
431,0.3087904676258993,0.1803905503209067,0.06134707102024295
432,0.3370053956834533,0.198006281578588,0.07084018468161281
433,0.3625224820143885,0.2400655469070053,0.09573707813991518
434,0.3498201438848921,0.2213573671992353,0.08428008653390802
435,0.3122751798561151,0.1562201283626929,0.04924856856847908
436,0.3024955035971224,0.1541717875187764,0.04827347498596364
437,0.2936151079136691,0.1444763075242387,0.04376619856992816
438,0.271919964028777,0.1170285402157586,0.0319935201690493
439,0.2338129496402878,0.07660794756247438,0.01743135715375288
440,0.2359487410071943,0.06868769629933089,0.01498466929113321
441,0.2446043165467626,0.07701761573125768,0.01756164250511435
442,0.2706834532374101,0.07269334061632113,0.01620486344263271
443,0.2827113309352519,0.09613546360781097,0.02404145041714157
444,0.3060926258992806,0.1417451863990168,0.04252900564098704
445,0.51056654676259,0.4052983749829305,0.2220056752604138
446,0.5640737410071943,0.4948791478902089,0.3081289225127269
447,0.317783273381295,0.2198552505803632,0.08338658076482494
448,0.3160971223021583,0.2236788201556739,0.08566871960307121
449,0.333408273381295,0.2291410624061177,0.08897314827934828
450,0.3239658273381296,0.2199918066366243,0.08346764532256816
451,0.3512814748201439,0.2455277891574491,0.09919603694376859
452,0.3221672661870503,0.2223132595930629,0.08485073631507684
453,0.3129496402877698,0.2143930083299194,0.08017083346066836
454,0.3317221223021583,0.22818517001229,0.08839112734235345
455,0.362634892086331,0.279803359278984,0.1220546497665755
456,0.4162544964028778,0.3288269834767172,0.1581226996694618
457,0.383318345323741,0.2862214939232555,0.1265532174605221
458,0.3376798561151079,0.2261368291683736,0.0871492865788842
459,0.2816996402877698,0.1727434111702854,0.05740212643067617
460,0.2632643884892087,0.1782056534207292,0.06020897916901853
461,0.2420188848920863,0.1416086303427557,0.04246752283594667
462,0.2244829136690648,0.1345077154171787,0.03932011834607963
463,0.2267311151079137,0.1015977058582548,0.02603406870576418
464,0.2601169064748202,0.09818380445172745,0.02478143207622984
465,0.2486510791366907,0.08548409121944558,0.02033532464379987
466,0.2470773381294964,0.07933906868769627,0.01830680217465842
467,0.2543839928057554,0.1209886658473303,0.03360042980312339
468,0.3213803956834533,0.2161682370613136,0.08121020045063361
469,0.4656025179856115,0.3894578724566434,0.2080287159543905
470,0.6275854316546763,0.5546907005325686,0.3721419522493475
471,0.5850944244604317,0.5210979106923392,0.3355598118164214
472,0.593974820143885,0.513587327597979,0.3276009210078802
473,0.5410296762589928,0.4737129591697392,0.2867103788897081
474,0.5449640287769784,0.4825891028267104,0.295612867327157
475,0.5213579136690647,0.4532295507305749,0.2666074297998634
476,0.4032149280575539,0.3322408848832445,0.1607789836108818
477,0.3690422661870503,0.2807592516728117,0.1227203287735744
478,0.348021582733813,0.2382903181756111,0.09462393631435091
479,0.4386241007194245,0.3191315034821794,0.150680509913228
480,0.4408723021582734,0.3162638263006965,0.1485082244210051
481,0.4887589928057555,0.3625563293732077,0.1851763791670071
482,0.4419964028776979,0.2974190905366653,0.1345642723384609
483,0.363646582733813,0.198006281578588,0.07084018468161281
484,0.3472347122302158,0.173699303564113,0.057889357141386
