,log_PT08.S4(NO2),log_PT08.S2(NMHC),log_C6H6(GT)
75,0.4628399919886722,0.3865797167205587,0.2507149126002518
76,0.4304793628305798,0.3258623176159374,0.1859471020921809
77,0.3873157896024871,0.2943171195055596,0.1558419206922639
78,0.3896786856292766,0.2956388623648538,0.1570534409027363
79,0.3937814113355212,0.3084601979616342,0.1690329866494701
80,0.368830974928384,0.2590077621764369,0.1251165296264673
81,0.3924157055086829,0.2770770824564398,0.1404436944719852
82,0.3400469035998582,0.1930066767909778,0.07630870336921412
83,0.315752243658374,0.1553789297257842,0.05359728385493655
84,0.3013029149424468,0.1207676376401146,0.03601911123826017
85,0.3036288837598282,0.1190719007996619,0.03523977466922201
86,0.3278113810773801,0.169886234583175,0.06191045335849683
87,0.3638434334173449,0.2174740895155175,0.09307737915840725
88,0.3905918582062407,0.2583751844009939,0.1245951038525655
89,0.4153085880360798,0.2941136193013571,0.1556557812929129
90,0.4095037045778492,0.2911582031374504,0.1529642530116514
91,0.3632182380234265,0.240069011210043,0.1099523817431547
92,0.3520554776653027,0.2394243351374306,0.1094525113329152
93,0.3588308915938007,0.2510716324861504,0.1186494523849066
94,0.4003561563495017,0.3085605038948143,0.1691283269256762
95,0.4068131199950591,0.3108647678007196,0.1713254175434232
96,0.4077855552738437,0.3126644083584139,0.1730505423603649
97,0.4997255764867156,0.4104143769572819,0.2785020773617242
98,0.529291662075978,0.435109199006568,0.3086380255058734
99,0.4507376160399831,0.3458698166071033,0.2063126468122538
100,0.3824198189902804,0.265311628397651,0.130368851059892
101,0.3914282011555796,0.2625848306933943,0.128084398412603
102,0.3699186916077652,0.2367337022921095,0.1073778786408923
103,0.3689087082254809,0.2285094377777871,0.1011530741011556
104,0.3758800765058468,0.2292697701882827,0.1017211770128927
105,0.3511855341567627,0.1752869946224851,0.06514748756503688
106,0.3450746465239625,0.1644561478769008,0.05873359428084451
107,0.3438798556693362,0.1610908995602784,0.05680392680918091
108,0.3814991499057605,0.2181330681225605,0.09355069742348665
109,0.4195294095861421,0.2762486677875454,0.1397227622274091
110,0.3435610035343111,0.4594676428386084,0.3396620259446603
111,0.3435610035343111,0.2524517484226064,0.1197624436403356
112,0.5704764326045652,0.4660013662195319,0.3481971494787095
113,0.5095658377629698,0.4057836881540947,0.2730023507338872
114,0.4408768099001719,0.3381095681372253,0.1982977962269935
115,0.4544550924401156,0.3483789860378292,0.2089353017571275
116,0.4538840717250994,0.3545287123472287,0.2154272382331249
117,0.4184943658740418,0.3116650079154463,0.1720915289295876
118,0.4090557762388929,0.3037344337999244,0.1645696219928999
119,0.4524550917734486,0.3463528384007769,0.206816334296214
120,0.3435610035343111,0.5097599188653578,0.1197624436403356
121,0.3435610035343111,0.2524517484226064,0.1197624436403356
122,0.3435610035343111,0.5007794259662385,0.1197624436403356
123,0.5172348965410961,0.4035970983616066,0.2704222382759688
124,0.461778007393836,0.3530907597436113,0.2139011358143424
125,0.3701516199057243,0.2280747024160875,0.1008289261437236
126,0.4257417535395066,0.2982095578679411,0.15942233969581
127,0.3499980265952918,0.1977241964913533,0.0794195630341908
128,0.3186989593864085,0.1312414587838314,0.04100246415430407
129,0.3116451243643785,0.1155501289891558,0.03364570848266486
130,0.314603949568943,0.1242711144946004,0.0376535248963623
131,0.306280526016199,0.1044178346855026,0.02882452023936326
132,0.329025513728855,0.1508092340357189,0.05109416393302835
133,0.3448358025277631,0.1916547162425554,0.07542797774743477
134,0.470944620726868,0.3632082460669515,0.2247437456600396
135,0.5164974581005438,0.4012228848456483,0.2676330101956795
136,0.5575581740407426,0.452369889506134,0.330491538291192
137,0.4942547292232016,0.4046909909045967,0.2717116466928043
138,0.4651723957742533,0.3874143251985508,0.2516659307900441
139,0.501088624472574,0.4273015113977097,0.2989645711367265
140,0.4732582194032118,0.4091453412539769,0.2769900766457818
141,0.4091304448967585,0.3445161130547988,0.2049040291256292
142,0.4337629587612961,0.3675672030303978,0.2294901574130035
143,0.4279912532410968,0.3586394203010418,0.2198172296658571
144,0.4393566677275305,0.3819302755756764,0.2454465192536203
145,0.4669357536637247,0.3953545386447962,0.2607939409769794
146,0.4387769575663679,0.3584485988139633,0.2196125503906874
147,0.5300197290903017,0.4508050800066171,0.3284840854035998
148,0.4194555134102355,0.3308773239474858,0.1909601074380308
149,0.374025791805488,0.2666722440243764,0.1315158693992069
150,0.3699186916077652,0.2591131529126888,0.1252035017959325
151,0.3368415158084996,0.1979482861281454,0.0795687896370263
152,0.3178812978527092,0.1658453585657068,0.0595389230307368
153,0.3008037884035097,0.1240298890682709,0.03753994233508463
154,0.2913567424305996,0.100350032466177,0.02714542638155144
155,0.2793572744700777,0.08892133664255424,0.0226650035632309
156,0.2866417383263764,0.1002265070506657,0.02709513035483751
157,0.3729425357416519,0.2391018411813972,0.1092028595369958
158,0.5013610112634989,0.4181747479733712,0.2878267430361766
159,0.3435610035343111,0.2524517484226064,0.1197624436403356
160,0.5086875483439464,0.4172754673372271,0.2867393004434123
161,0.4403703525583765,0.3539537794068996,0.214816466053168
162,0.4028387605961925,0.3172488293834106,0.1774814671993795
163,0.4303331746861778,0.3505933998825913,0.2112624707469812
164,0.4198988085781893,0.3335221802671551,0.1936287189834575
165,0.3614969325362214,0.2877844842497095,0.1499187040172404
166,0.4101006304275394,0.3512663797666651,0.2119720547761001
167,0.3631400611090296,0.3146602178224154,0.1749731217213965
168,0.4963782358607995,0.4686542281578882,0.3516879669704245
169,0.3435610035343111,0.2524517484226064,0.1197624436403356
170,0.3435610035343111,0.2524517484226064,0.1197624436403356
171,0.5479862473818222,0.4711295825864514,0.1197624436403356
172,0.4243209855960414,0.3498237250322033,0.2104522671325119
173,0.4392117716901835,0.3577804367120759,0.2188965498703693
174,0.4071872454811095,0.3235923931278314,0.1836983913234067
175,0.3560002559563191,0.2504340129108816,0.1181369046522587
176,0.3256222205971471,0.199291770432327,0.08046621501841696
177,0.3071077243427946,0.1535067082568376,0.05256505114409694
178,0.3016355276180561,0.1335143229718043,0.04212242329728456
179,0.2924481248165606,0.1229436539726303,0.03703040158490619
180,0.3011365671087438,0.1361396228089997,0.04343314317700417
181,0.3711603493802019,0.2423221101729522,0.1117078541386321
182,0.5269051843109248,0.4361691761396438,0.3099615482111751
183,0.3435610035343111,0.2524517484226064,0.1197624436403356
184,0.5044202610745924,0.4177252087435036,0.287282918945374
185,0.4317940953258527,0.3407353902148928,0.2009934238887532
186,0.4053152167790971,0.3175470845926604,0.177771540581886
187,0.4009585660062736,0.3130638890388489,0.1734345737375307
188,0.4046404276250949,0.3251720163213299,0.1852619107897387
189,0.3983454991927706,0.3415767869830974,0.2018607297340415
190,0.4360187355955958,0.3707768725469591,0.2330138403916087
191,0.4130799265386185,0.3425790664442824,0.2028961123104786
192,0.4897875213544223,0.4197016715196911,0.2896772739362722
193,0.5332565123105756,0.4640285560415821,0.34561065451596
194,0.5154909830264847,0.4602436052864757,0.3406710149178692
195,0.4257907095525483,0.3386936803033656,0.1988959877173153
196,0.3927193569191995,0.2858368643423817,0.1481736291851594
197,0.3695303571692708,0.2530880831561371,0.1202772682869927
198,0.3882311214741753,0.2639491589734497,0.1292250211960775
199,0.3557640075794278,0.2227337992084972,0.09688682223962648
200,0.3168992206807249,0.1538580168850774,0.05275803382437721
201,0.2905164062466944,0.1223396798043639,0.036748443568127
202,0.2835988824581563,0.09638963125008009,0.0255531987427691
203,0.2768036469332602,0.0743225372214016,0.01745197647229576
204,0.2982209917167362,0.1151850988701181,0.0334823758166253
205,0.3675864196961793,0.2249172061894407,0.0984894026590886
206,0.5402228916931481,0.431922509578847,0.304673741153496
207,0.3435610035343111,0.5035068130860582,0.1197624436403356
208,0.4963098059842888,0.3968248568659364,0.2625000920746413
209,0.4681330633817135,0.3653900996100204,0.2271139121991843
210,0.4315020818911597,0.337135289026643,0.1973018798751743
211,0.4458553547624626,0.352419006923379,0.2131899019414366
212,0.4670766880589972,0.3695508621137663,0.2316650166422455
213,0.4897875213544223,0.3943424393726811,0.2596223815530754
214,0.4892363293878699,0.3986597197660468,0.2646361900750915
215,0.5031297192075834,0.4133089967983971,0.2819644248324207
216,0.4886158750575316,0.4063295893595359,0.2736481856465598
217,0.5008161634668696,0.4219429203847223,0.2924028926459749
218,0.4857844792223921,0.4030497030372912,0.2697780229023777
219,0.4611402748655791,0.3697395769661851,0.2318724049579091
220,0.3874684031090785,0.2676131253859302,0.1323118170762181
221,0.3699963404023067,0.2535120814664958,0.1206208821046889
222,0.338365356180368,0.2059822503400478,0.08500592417336386
223,0.3325784890426993,0.1930066767909778,0.07630870336921412
224,0.3175540459476369,0.1676946424954111,0.06061888033748919
225,0.3097501701413124,0.1488107616136871,0.05001687600865313
226,0.3008037884035097,0.1342309976321974,0.04247841534126937
227,0.3071077243427946,0.1413696359189989,0.0460989008606502
228,0.3043753690928793,0.1223396798043639,0.036748443568127
229,0.3430825346256615,0.1723029455816053,0.06334941925753863
230,0.3934022356588893,0.2633197002871185,0.1286981802696183
231,0.4132286585980879,0.2894216482294231,0.1513930275142505
232,0.4352916214793609,0.3175470845926604,0.177771540581886
233,0.4365274010863441,0.3149592459831285,0.1752620293589726
234,0.4331799958358012,0.3060498322270028,0.166749491074349
235,0.4268182325787334,0.3065524710915687,0.1672244773543767
236,0.3974142012234072,0.2707430183948579,0.1349758702458194
237,0.3781931076064853,0.2417861183071964,0.111289051053929
238,0.367508583541246,0.2245899989007058,0.09824844661950057
239,0.4011843761009443,0.2768700431182262,0.1402633536871141
240,0.4382694353513775,0.3157562175335811,0.1760331105002098
241,0.4792625661443833,0.36860675328231,0.2306287489949793
242,0.4698912128553074,0.3654848549045434,0.2272171013629154
243,0.4513104357606438,0.3335221802671551,0.1936287189834575
244,0.4201203824924604,0.2793516905504614,0.1424321613555974
245,0.4080098291879898,0.2642637397970999,0.1294886979603468
246,0.4205633830903728,0.2899327127879991,0.1518546455746751
247,0.3793476199533102,0.2366259262506192,0.1072951683715908
248,0.3633745735197194,0.2152743525968267,0.09150561408897427
249,0.3723230050163457,0.2209836346838745,0.09561121397314487
250,0.367508583541246,0.2059822503400478,0.08500592417336386
251,0.3429229941020301,0.1644561478769008,0.05873359428084451
252,0.3200874514623022,0.1087958208520549,0.03068106701027366
253,0.3529246650298896,0.1536238248465364,0.05262934987912607
254,0.3641558845993901,0.1752869946224851,0.06514748756503688
255,0.374025791805488,0.1968273354446897,0.07882364329818492
256,0.3964316230104965,0.2321970775315403,0.1039224390662702
257,0.4004314774055384,0.2356554188147629,0.1065517327906348
258,0.391504197659777,0.2412498390000873,0.1108707680596002
259,0.3764202624972977,0.2261160510826302,0.09937461872050538
260,0.3574165753369895,0.1790616631020192,0.06745564394430623
261,0.4071124315806518,0.255523622031488,0.1222573707638833
262,0.3573379435303833,0.2284007716543441,0.1010720041918983
263,0.3883835953633172,0.2644734053812624,0.1296645772406546
264,0.4667243148216219,0.3502086365073174,0.2108572688044123
265,0.4295287576622894,0.3187392166631133,0.1789331676783657
266,0.4571629968953541,0.3509780152719481,0.2116678725373325
267,0.4083087828523986,0.2794549589968793,0.1425227509616225
268,0.3846412761066724,0.2478794612289799,0.1160939625206609
269,0.3937055877012581,0.2470264917775418,0.1154155734762405
270,0.3809617012383648,0.211855168766101,0.08908765158296013
271,0.370073983167981,0.1903009254220737,0.07455088092217939
272,0.3085949591868664,0.09340900311194227,0.02438257815137052
273,0.2815651558017639,0.0452529661995245,0.00879044373596943
274,0.2916087056453034,0.05214640573619145,0.01063581191482476
275,0.2828367195724664,0.04746925026947379,0.009369490752485056
276,0.3143577149060663,0.1050327274061001,0.02908218281824068
277,0.3671971783226922,0.1908652276773282,0.07491589578664948
278,0.5006799051208352,0.3802511707035599,0.2435562313357539
279,0.491232956441062,0.3882482376860706,0.2526177641747424
280,0.3501564424372073,0.2289439842267761,0.101477572955333
281,0.3582025535272592,0.2347919541091992,0.1058923507904714
282,0.3791937619639306,0.2756269061094838,0.1391828184877364
283,0.386017633565117,0.2879892763864073,0.1501027558935409
284,0.3885360460077164,0.2986823870840993,0.1598598595436862
285,0.3783471196197267,0.2913623055975936,0.1531494235250519
286,0.3692195810033013,0.3041374970863163,0.164948129294035
287,0.3883073613247821,0.3152581847527305,0.1755510722652346
288,0.4829450438162834,0.3873216253143593,0.2515602217677712
289,0.4996573752931682,0.414933545892146,0.2839158237618789
290,0.4921267037075945,0.4151138885436719,0.2841328141719754
291,0.4336172498873678,0.3425790664442824,0.2028961123104786
292,0.3742577655161745,0.255523622031488,0.1222573707638833
293,0.3133721694912093,0.1728774931412197,0.0636937895820065
294,0.3098326341664282,0.1593457999376019,0.05581507581650619
295,0.2933706727915822,0.129203455321137,0.04000991836049621
296,0.3002211590641267,0.1222188411841939,0.03669214817796167
297,0.2850369404820688,0.07318091218461832,0.01706852639177455
298,0.2771445076097603,0.05033011047818032,0.010136925739669
299,0.2600441983264711,0.04041224241454261,0.007572868870333909
300,0.2857129587603067,0.09539707533732844,0.02516073605528355
301,0.3325784890426993,0.180088650126727,0.06809014117552253
302,0.4540268574753242,0.3396664430259878,0.1998940382443617
303,0.5272369803257807,0.4148433623686147,0.283807341134722
304,0.4618488414650539,0.3633032083195274,0.224846668938686
305,0.4439822903145504,0.3557732675794333,0.2167520854246859
306,0.4300407342688283,0.32930669439127,0.1893834714299859
307,0.4590825879721638,0.3713422169509737,0.2336370099498888
308,0.3982448601346773,0.3162540024012445,0.1765155230118933
309,0.3828798358656777,0.2821362022243008,0.1448842833519437
310,0.3772685370806488,0.2600611700479973,0.1259871219217444
311,0.422038635994945,0.3347931390343202,0.1949171723564831
312,0.3596942122925577,0.270847179636554,0.1350649589394394
313,0.4128567869638891,0.3240862934687847,0.1841865965951488
314,0.4228490983712288,0.3406382604008201,0.200893413730256
315,0.351106410843037,0.2417861183071964,0.111289051053929
316,0.3150688941258548,0.194356812009572,0.07719303995818154
317,0.3312879581328246,0.1969394870738096,0.07889804682431523
318,0.3267579390610745,0.1853212863408625,0.07136619563714622
319,0.3249726590283515,0.1798605219176847,0.06794895760760242
320,0.2989715233785362,0.128363068693851,0.03960385252558918
321,0.2806316470141525,0.08754607856494928,0.02214946549642614
322,0.2857974289212726,0.09154158893714684,0.02366129661180541
323,0.2749268335517737,0.07292704064225455,0.0169837341743924
324,0.275097598579511,0.09266245585815776,0.02409310539383313
325,0.3243226752550616,0.1829358703179323,0.06986377515669415
326,0.418272431343817,0.3339134165788748,0.1940249205710734
327,0.5233147549219413,0.4400461745636531,0.3148232399421413
328,0.4371084164269681,0.3395692093247104,0.1997941734557667
329,0.3570233544597589,0.2475596829392006,0.1158394141761799
330,0.3362795150711352,0.223607734155971,0.09752678203221446
331,0.3480950764492058,0.2600611700479973,0.1259871219217444
332,0.3759572638008564,0.2938082913258539,0.1553766967076116
333,0.3534773911681668,0.2237169223419178,0.09760687769742153
334,0.4252030791551482,0.3015146770616115,0.1624923829640758
335,0.4408044745534733,0.3287170717326786,0.18879315441151
336,0.4229963846223235,0.31046440747108,0.1709427296114228
337,0.5039449920294239,0.4066933580066903,0.274078920300351
338,0.4293092588503601,0.3419002127111859,0.2021945714589221
339,0.3775768222468669,0.2715760046987497,0.1356890951457532
340,0.3346720561170651,0.2090892213258768,0.08715403556056824
341,0.3081820602173767,0.1776907043587851,0.0666129714965002
342,0.3037948175526258,0.1766612504503114,0.0659834702210631
343,0.2730464911174068,0.1218562376871406,0.03652345467198327
344,0.2743289262095966,0.09589347643960423,0.02535668623619569
345,0.2644546348440274,0.08114505263012703,0.01981680751923507
346,0.2601308647043041,0.05641466546581673,0.01184373194590427
347,0.2412343178236759,0.03936251131171836,0.007317395495957913
348,0.2792722585295376,0.08202605451204288,0.02013132292063788
349,0.3177176852868991,0.158180706015756,0.0551593723098083
350,0.4226281283117727,0.3044396879725244,0.1652321760847925
351,0.4843311414808554,0.3818370659004446,0.2453414144313534
352,0.371703090234773,0.2626898451329763,0.1281720243413207
353,0.3452338441681735,0.2267693612103966,0.09985859363080381
354,0.3367612493237273,0.2089784241400119,0.08707699704744555
355,0.377037260820126,0.263424637587178,0.1287859395709481
356,0.3529246650298896,0.2513902898790428,0.1189059967738589
357,0.3556852457158814,0.2589023603318071,0.1250295768351851
358,0.3695303571692708,0.2830626524424009,0.1457045047980682
359,0.363687171209042,0.2724082977139191,0.1364034953301495
360,0.4306986049844159,0.3449030725256233,0.2053062339185239
361,0.5178378510363002,0.448017136050613,0.3249204023911262
362,0.4966519085499734,0.4207780978884292,0.2909849434471828
363,0.367508583541246,0.2859394652761403,0.1482653205557034
364,0.3155882823528746,0.2040911546098799,0.08371084293218532
365,0.298137564527767,0.1762033749844365,0.06570438288672505
366,0.3144397998640439,0.199291770432327,0.08046621501841696
367,0.3092552431329418,0.1840724923998363,0.07057778915293525
368,0.2947110432695463,0.1549112028697361,0.05333853611128948
369,0.2627273695385253,0.09266245585815776,0.02409310539383313
370,0.2777407343639333,0.1128701420032131,0.03245482335153736
371,0.2943761190430211,0.1378066867816462,0.04427496046522821
372,0.3112334831450476,0.1657296646915684,0.05947166007328179
373,0.3356368415271641,0.2233893220113876,0.09736665777245167
374,0.4537412655841927,0.3692677230434022,0.2313540183013365
375,0.4817653483184485,0.3979261785631564,0.2637812988564159
376,0.4304062714297505,0.3465459818103586,0.207017898817574
377,0.4056149769731882,0.3296013754012115,0.1896788188367904
378,0.3563938792639008,0.2958420524498767,0.1572400762906014
379,0.3664442151173919,0.3177458719901941,0.1779649970455121
380,0.3202506767952363,0.255523622031488,0.1222573707638833
381,0.2831755303498901,0.194356812009572,0.07719303995818154
382,0.3408466477243777,0.2623747687243412,0.1279092038254848
383,0.3828031810804652,0.2994924316808437,0.1606107164718825
384,0.3801165550161874,0.3053457131011961,0.1660851696065185
385,0.3679755096197682,0.3157562175335811,0.1760331105002098
386,0.3522135679351759,0.2901370655014925,0.1520394113031179
387,0.2930352992661784,0.2099751571534797,0.08777119340626545
388,0.2739871042954839,0.179404109312774,0.067666906085805
389,0.2758656805460109,0.1663080002579744,0.05980825104183005
390,0.2924481248165606,0.1942443703385703,0.07711920775737728
391,0.2671260139155386,0.1424360499071414,0.04665137530389792
392,0.2942923704562295,0.1760888733526632,0.06563467762259856
393,0.2874010077769494,0.1591128897234362,0.05568370864551996
394,0.2888336124124784,0.1585303767460512,0.055355785919856
395,0.260217523571727,0.1012142833996555,0.02749846666731593
396,0.2732175775164553,0.1193143250432734,0.03535071993934109
397,0.2788470703773776,0.1448017950370108,0.04788777186659357
398,0.3291872867616433,0.223607734155971,0.09752678203221446
399,0.3648585430192126,0.2564750465971529,0.1230350308225463
400,0.3615752380058985,0.276455835801545,0.1399028874992599
401,0.3397268267786892,0.2718881957622146,0.1359568577147388
402,0.3392465193727215,0.2654163568891327,0.1304569702761847
403,0.3449950381968894,0.2816211365420409,0.1444292178844173
404,0.3850237876823113,0.3191362784114311,0.1793208493903828
405,0.3092552431329418,0.2411425486185671,0.110787173970668
406,0.3673528930536203,0.3073561681410583,0.1679852690936266
407,0.3578096416523368,0.2993912119834042,0.1605168026154178
408,0.3821897311724152,0.3152581847527305,0.1755510722652346
409,0.3927952553671127,0.3222081730135928,0.1823333343399147
410,0.3963560000664593,0.3132635695506945,0.1736266804758627
411,0.3475393665154828,0.2614289434213157,0.127121774831129
412,0.3300765709465274,0.2260071245534664,0.09929403366016457
413,0.350077237653197,0.2586915233080448,0.1248557294215678
414,0.3438798556693362,0.2641588905178426,0.1294007867429534
415,0.3398068555891036,0.2537240132252631,0.1207928080199214
416,0.3215555212145935,0.217144437295621,0.09284102887975569
417,0.3555277033760518,0.2534060987415808,0.1205349488855776
418,0.3220443992492631,0.1913164403189373,0.07520836264344694
419,0.2847833157607533,0.1245122817452569,0.03776723496943066
420,0.3042924537908128,0.1540921540905489,0.05288683299213907
421,0.2973864064571431,0.1551450936438114,0.05346785262776031
422,0.3174722162352227,0.181342425865139,0.06886852699843497
423,0.3510272812683171,0.2399615940554202,0.1098690175853038
424,0.3555277033760518,0.2646830270149826,0.1298405322584998
425,0.3598510996477587,0.2728241845986824,0.1367611348255004
426,0.3356368415271641,0.2428578149053222,0.1121271761889937
427,0.2858818919476331,0.2033114274748589,0.08317959350437942
428,0.2523006524334487,0.159462234705155,0.05588080180207807
429,0.2766331730153568,0.1841860835852825,0.07064933317913084
430,0.2712483144972485,0.172187996446471,0.06328062617595755
431,0.2691034035466524,0.1658453585657068,0.0595389230307368
432,0.2904323337761754,0.1806587430673141,0.06844355967901364
433,0.3093377479801484,0.2151642386287586,0.09142726753897883
434,0.2999713568229343,0.1999628363338107,0.08091625205382237
435,0.2717624092733728,0.1451561745812074,0.04807425898805847
436,0.2642820425066987,0.1433830196748775,0.04714450127156143
437,0.257440708181075,0.1349471590378364,0.04283551665045576
438,0.2405275415772741,0.110672070535723,0.0314923881336986
439,0.2101093334753028,0.07381530921154106,0.01728117380217868
440,0.2118388864984979,0.06643144370928802,0.01487350823301509
441,0.2188176613670872,0.07419575433692115,0.01740921881418738
442,0.2395549078739998,0.07017262654410483,0.01607496607691855
443,0.2489760649443161,0.09179077907050706,0.02375700472105636
444,0.2670399516924983,0.1325579570889881,0.04164949746058471
445,0.4124847769897317,0.340249646775022,0.2004935049779102
446,0.4472937899932231,0.4020453660434876,0.2685978127900113
447,0.2759509865814647,0.1987322046407693,0.08009185794086528
448,0.2746706313214129,0.2018617478231497,0.08219612856961299
449,0.2877382759083083,0.2063156021960155,0.08523518641941694
450,0.2806316470141525,0.1988441428509942,0.08016668028636971
451,0.3010533828138907,0.2195593671190887,0.09457903707894673
452,0.2792722585295376,0.2007451778098692,0.08144240731225365
453,0.2722762398918544,0.1942443703385703,0.07711920775737728
454,0.2864729334643955,0.2055376082695829,0.0847005758745729
455,0.3094202460208668,0.2467064405666165,0.1151615133711758
456,0.3480157082202661,0.2842965857609193,0.1468003318014071
457,0.324485210810072,0.2517088457617473,0.1191627211951132
458,0.2909366626092572,0.2038684374597388,0.08355893686809791
459,0.2481870411011635,0.1593457999376019,0.05581507581650619
460,0.2336991551817799,0.1639926484479773,0.05846603885188845
461,0.2167381886228114,0.1324383470176775,0.04159052105058263
462,0.2025186435920819,0.1261988259349331,0.03856676701757018
463,0.2043530016227262,0.09676158587590461,0.02570095156353371
464,0.231204499575842,0.09365772839614958,0.02447935285333004
465,0.2220638319363266,0.08202605451204288,0.02013132292063788
466,0.2208026841248162,0.07634888036663397,0.01814125010507661
467,0.2266446096953376,0.1142110332871964,0.03304826987730912
468,0.2786769444838063,0.1957051268205779,0.07808096975470641
469,0.382266432994121,0.328913651249726,0.1889898707155085
470,0.4870975862910581,0.4412766194367703,0.3163729876902815
471,0.4606439793468665,0.41943238378412,0.2893505386499398
472,0.466230783595755,0.4144825469217993,0.2833734946024297
473,0.4324508139455367,0.387785038826522,0.2520888674618958
474,0.435000627733673,0.3937899531707824,0.2589838398241922
475,0.4196033003018071,0.3737883560952449,0.2363420110231931
476,0.3387659811606873,0.2868624002747411,0.1490913173333852
477,0.3141114195967469,0.2474530674478687,0.1157546053584582
478,0.29863802329207,0.2137316525663498,0.09041086712457405
479,0.363687171209042,0.2769735681454939,0.1403535151121308
480,0.3652486955738085,0.2747972887228984,0.1384639041322642
481,0.3979428821767733,0.3093625893599129,0.1698916066899565
482,0.3660285443226819,0.2603769761456797,0.1262486762011205
483,0.3101624222805558,0.1806587430673141,0.06844355967901364
