,sqrt_PT08.S4(NO2),sqrt_PT08.S2(NMHC),sqrt_C6H6(GT)
39,0.8231694319331013,0.7278055662309737,0.5871759071312497
40,0.7224402840572894,0.6332970371309473,0.4671541018997726
41,0.6862111856906054,0.5976877472217621,0.4251889628305831
42,0.6658418158549426,0.5737914705234826,0.3980458161574449
43,0.6844068744425151,0.5877812708317361,0.4138366463932669
44,0.7062318947828915,0.6158053005918845,0.4463145137422767
45,0.7311787074021463,0.6353421930800734,0.4696190284359502
46,0.70527623548885,0.613917515046299,0.4440914255341599
47,0.6899685896301795,0.59917098720684,0.4269008085557741
48,0.7816321008039487,0.6985089756194212,0.548643355105569
49,0.7632964056496649,0.6864801163595632,0.5331655024238064
50,0.6402808230566497,0.8185010763688298,0.356691798816977
51,0.7904272135093244,0.7072516059256364,0.5600183950590099
52,0.7259327911495576,0.637380786796055,0.4720819343101433
53,0.8242611690599915,0.7251740292243494,0.5836665259093473
54,0.6680329225506111,0.5632226191254432,0.386304087739584
55,0.6404563626961525,0.5172168928172063,0.3370924528498184
56,0.6047994494877781,0.4665515552221273,0.2865204940788845
57,0.6104419616058587,0.4671365730760439,0.2870824887176616
58,0.6221156465624713,0.4889883991601208,0.3084428974421961
59,0.5702651472161844,0.3631984999256163,0.1954342706105976
60,0.5675978031908249,0.3790210695814576,0.2083111490949248
61,0.6209400508604594,0.4597703503839448,0.2800438494697194
62,0.7118599611697141,0.6004231745438307,0.428348445649933
63,0.7423672357464647,0.6484258610110427,0.4855279544880051
64,0.7082980665504718,0.6172450056245539,0.4480133476630872
65,0.7433004127518849,0.6612507029470946,0.5013560888534765
66,0.7122546276973278,0.6331892143605855,0.4670243126625105
67,0.6866205951809331,0.6076574496622266,0.4367558470008198
68,0.6491728273058186,0.5436058367503148,0.364941047989262
69,0.6640667980182535,0.5549179280477156,0.3771916291330484
70,0.6715573010794339,0.5741483430388733,0.3984451177126968
71,0.6872751430847461,0.5805345354519255,0.4056217065698716
72,0.7430735316113036,0.6525195655473442,0.4905552016776674
73,0.7851476514212943,0.7023108109769319,0.5535769495873903
74,0.7831406977791319,0.6975308082502751,0.5473772327438674
75,0.76718911403294,0.6869772415723427,0.533801190377182
76,0.7334811547112488,0.6206646717129545,0.4520603396063357
77,0.6877656452119523,0.5849867323198916,0.410659774577435
78,0.6902943538549543,0.5865020935356487,0.4123810630878442
79,0.6946772191809092,0.6011050863757998,0.4291377398040885
80,0.6678646310949742,0.5437314243312327,0.3650760278718553
81,0.6932193430321725,0.5650381045013163,0.3883095185853663
82,0.6364067011028663,0.461401009655427,0.2815949306287963
83,0.6093360875788495,0.4100006161671079,0.2346478788372896
84,0.5929744556352923,0.3582773965594669,0.1915088991590595
85,0.5956225206037459,0.3555993645913532,0.189388632037375
86,0.6228379871791551,0.4303138532397546,0.2527193596442403
87,0.6624567313140605,0.492882566224946,0.3123246055295207
88,0.6912707254233599,0.5429774631305654,0.3642660270953858
89,0.7175222153330187,0.5847532512759398,0.4103948592301823
90,0.711386072315794,0.5813572389213112,0.4065505169457271
91,0.6617776365878268,0.5209000708300933,0.3409177562236392
92,0.6496055803885481,0.5201130141163837,0.3400986447108993
93,0.6570043198176043,0.534230434911461,0.3549297693881289
94,0.701680921151426,0.6012186631526993,0.4292692665115598
95,0.7085360832695566,0.6038250327844351,0.4322926286163374
96,0.7095665664546322,0.6058569791871873,0.4346564099396945
97,0.8051514670495772,0.7123498473827518,0.566700405768541
98,0.8353019313677915,0.7383303979887946,0.6013064342642606
99,0.7546319794843257,0.64282083526133,0.478683016022032
100,0.6825154490042672,0.5512143187372193,0.3731601785558069
101,0.6921645227969323,0.5479842768895367,0.3696605605340212
102,0.6690417823087136,0.5168207097695506,0.3366821765879848
103,0.6679487821229771,0.5066807533061216,0.3262606274554327
104,0.6754794460339918,0.5076231655122593,0.3272227846616405
105,0.6486531425042013,0.4377078328455141,0.2594540974382729
106,0.6419465115887828,0.4227905836768052,0.2459526006949689
107,0.6406318542360117,0.4180810352242754,0.2417607427215949
108,0.6815265345283241,0.4937130344907403,0.3131553465309878
109,0.7219733399490056,0.5640705727906321,0.3872401628353518
110,0.6402808230566497,0.7636955651901729,0.6359817882305504
111,0.6402808230566497,0.5358893414848658,0.356691798816977
112,0.8769890034830631,0.7704603666425553,0.6453770113000609
113,0.8152106140892309,0.7074446594588963,0.5602707679847303
114,0.7443582770442715,0.6342666172400897,0.4683219515238511
115,0.7584950548299171,0.6455765513932972,0.4820428031656319
116,0.7579020171670605,0.6523102569403402,0.4902975897818671
117,0.720882627471302,0.6047289629802867,0.4333434493213655
118,0.710911867570965,0.595742553644262,0.4229487475597774
119,0.7564173888714156,0.6433516973843929,0.4793294137754838
120,0.6402808230566497,0.8154087551254723,0.356691798816977
121,0.6402808230566497,0.5358893414848658,0.356691798816977
122,0.6402808230566497,0.8062300092422838,0.356691798816977
123,0.8230328629679254,0.7051245286094134,0.5572411369008523
124,0.7660894109772768,0.6507382964492379,0.4883648282036466
125,0.6692937596382081,0.5061414442088442,0.3257106122612183
126,0.7285090388349713,0.5894439123560683,0.4157320965509709
127,0.6473521052730414,0.4675748561182619,0.287503861303691
128,0.6126477211381981,0.3744904134689495,0.204584146093955
129,0.6047065106551913,0.3499868318468601,0.1849814236677117
130,0.6080433591601055,0.3637620355630878,0.1958861932525582
131,0.5986345373869754,0.3317592219463428,0.1710086756348426
132,0.6241901227611008,0.4034536145125304,0.2289584870914165
133,0.6416837955918631,0.4596218217577514,0.2799027689125395
134,0.7755683689811163,0.6617667809956407,0.5019978527593405
135,0.8222813282166955,0.7026024077555236,0.5539561760381609
136,0.863946108098093,0.7563288436108514,0.6258210691756173
137,0.799547421443338,0.7062855467314765,0.5587562680384914
138,0.7696029294803576,0.6878711615881965,0.5349451345218839
139,0.806546394407002,0.7301471383517952,0.5903065713306563
140,0.777956186001583,0.7110066949604443,0.5649365278902908
141,0.7109909236587904,0.6413320836028856,0.4768723770173777
142,0.7369213374261577,0.6664959497381381,0.5078961366229624
143,0.7308711663969948,0.65679569253216,0.4958316302317646
144,0.7427709156217179,0.6819896829317069,0.5274390231152232
145,0.7714265492341505,0.6963551936929522,0.5458572903873146
146,0.7421653134699745,0.6565877470805235,0.4955744466390877
147,0.8360417617189524,0.7547021337355738,0.6235873130426639
148,0.7218954865665665,0.6262499449755388,0.4587059676042551
149,0.6734795025000908,0.5528222624970263,0.3749079987374977
150,0.6690417823087136,0.543856982911438,0.3652109996662244
151,0.6328641926439947,0.4678668167187491,0.2877847177410801
152,0.6117296212350706,0.4247240872859776,0.2476834088513862
153,0.5924054731383873,0.3633864422408726,0.1955849342906784
154,0.5815856828317046,0.3248966473970247,0.1658831516758382
155,0.5676968171999847,0.3049502817080282,0.1514060973442464
156,0.576148368431295,0.3246864263155537,0.165727309988399
157,0.6723101213581241,0.5197190387935064,0.3396889674491075
158,0.8068250904742026,0.7205457139589991,0.5775173083116952
159,0.6402808230566497,0.5358893414848658,0.356691798816977
160,0.8143138304047705,0.7195975023178394,0.5762611355528965
161,0.7438295329581364,0.6516819277623142,0.4895246276741362
162,0.7043192795046962,0.6110190322877301,0.4406880140383368
163,0.7333278831277737,0.6480045316221698,0.4850118822982722
164,0.7223624810002486,0.6291867823634846,0.462218125699437
165,0.6599065227022961,0.5774685180939255,0.4021688626819776
166,0.7120178540320683,0.6487416784797285,0.4859149525706664
167,0.6616927007424424,0.6081067343444289,0.4372804573668503
168,0.8017236377748298,0.7732026993687197,0.64920328904645
169,0.6402808230566497,0.5358893414848658,0.356691798816977
170,0.6402808230566497,0.5358893414848658,0.356691798816977
171,0.8542635348944492,0.7757593311992106,0.356691798816977
172,0.7270159271112163,0.6471610499348511,0.4839794811622392
173,0.7426195613836469,0.6558594187952551,0.4946741406132001
174,0.70893260021999,0.6181293112436461,0.4490582805845147
175,0.653917359969182,0.5334630458130368,0.3541160446333323
176,0.6203967168924536,0.4696147685727832,0.2894688759144504
177,0.5995726895647787,0.4073273970128092,0.2323168566331115
178,0.5933534741819088,0.3779386654592323,0.2074178419207525
179,0.5828406621110713,0.3616914457077043,0.1942281360415856
180,0.5927848554847588,0.3818924823649317,0.2106897419650278
181,0.6703845669657822,0.5236454535010107,0.3437821104556844
182,0.832876073588883,0.7394392803127415,0.6028040220548773
183,0.6402808230566497,0.5358893414848658,0.356691798816977
184,0.8099538134092061,0.7200717642175524,0.5768892743496575
185,0.7348591603916432,0.6371665051336549,0.4718227757678203
186,0.7069477914642036,0.6113541739340769,0.4410809260396213
187,0.7023214333077507,0.6063075980514083,0.4351814188913213
188,0.7062318947828915,0.6198941379935141,0.4511470018651634
189,0.6995416450715665,0.638094539300552,0.4729456357153846
190,0.7392819284847781,0.6699699671852611,0.5122489153743558
191,0.7151683908969478,0.639199280610669,0.47428388641186
192,0.7949650460620465,0.7221548164078964,0.5796518417388068
193,0.8393294471560672,0.7684194084437064,0.6425359297400893
194,0.8212553997720053,0.764499784694206,0.6370954777135154
195,0.7285604708685685,0.634912181394209,0.4691002649630275
196,0.6935435803478586,0.5752176321364233,0.399642639268303
197,0.6686216090698146,0.5366532611050171,0.357504565066927
198,0.6887456015083671,0.54960167071211,0.3714110355974965
199,0.6536594552618645,0.4994876522888437,0.318960302527433
200,0.610626079227782,0.4078299603094578,0.2327542473841284
201,0.5806184683209755,0.3607463397136882,0.1934735519771139
202,0.5726256891339361,0.3181006722556108,0.1608803296770065
203,0.5647188451793683,0.2777663978733187,0.1326844074791908
204,0.5894569809359295,0.3494010794165054,0.1845243054251237
205,0.6665167697189223,0.5022141335269675,0.3217183708432136
206,0.8463978901729426,0.7349937132852855,0.5968102414441423
207,0.6402808230566497,0.8090198870605279,0.356691798816977
208,0.8016535294595566,0.6979222397110774,0.5478837357339407
209,0.7726641521944259,0.6641355748063323,0.5049483305366769
210,0.7345531603115877,0.6331892143605855,0.4670243126625105
211,0.7495502248471048,0.6500034138924414,0.4874624655338431
212,0.7715722526161722,0.6686437976971189,0.5105852969452664
213,0.7949650460620465,0.6952758007900727,0.5444634371538262
214,0.7943992345696791,0.699876113186147,0.5504151713952166
215,0.8086342736300562,0.7154104408425871,0.5707289689735341
216,0.7937622145437575,0.7080235042245987,0.5610277820020676
217,0.8062676020051689,0.724514651520347,0.5827886761898904
218,0.7908537414008799,0.7045433020823354,0.5564833338902266
219,0.7654288307635327,0.6688479949221257,0.5108412928384294
220,0.6879290682023096,0.5539327201192225,0.3761172580561562
221,0.6691257852950838,0.5371619372960952,0.3580462422153953
222,0.6345493500885819,0.4782587105713125,0.2978649299030532
223,0.6281395963621348,0.461401009655427,0.2815949306287963
224,0.6113619952275682,0.4272884824343903,0.2499877990945411
225,0.6025649611237786,0.4005663067543085,0.2264703905278678
226,0.5924054731383873,0.3790210695814576,0.2083111490949248
227,0.5995726895647787,0.3896797846467505,0.2172049093331707
228,0.5964711876510396,0.3607463397136882,0.1934735519771139
229,0.6397539151442889,0.4336331277376396,0.2557323701507067
230,0.6942725606627477,0.5488557735070079,0.3706032901270725
231,0.7153255534943613,0.5793572182080516,0.4042942463152404
232,0.7385212719108016,0.6113541739340769,0.4410809260396213
233,0.7398139227452872,0.6084434801391408,0.4376738500225527
234,0.7363109241199789,0.5983727763832438,0.4259791807051251
235,0.7296397061011856,0.5989430355199876,0.4266375184579257
236,0.6985500141737586,0.5576182745449738,0.3801436140371888
237,0.6779710791565241,0.5229930981293861,0.343100477577481
238,0.6664324378694395,0.5018061057275603,0.3213049120808919
239,0.7025614748185959,0.5647963769589164,0.3880422239854359
240,0.7416350059256833,0.6093405591078915,0.4387226248153904
241,0.7841448166794064,0.6676218747436415,0.5093050188749001
242,0.7744805639168049,0.6642383742148587,0.5050765514146597
243,0.7552275849278621,0.6291867823634846,0.462218125699437
244,0.7225958650398311,0.5676903141468812,0.3912478182290107
245,0.7098041578111833,0.5499742399588601,0.3718148018649466
246,0.7230624071297833,0.5799461755810426,0.4049580631219726
247,0.6792134681024801,0.5166885812464226,0.3365453995488942
248,0.6619474755837164,0.4901041756231693,0.309552788265094
249,0.6716409894467699,0.497295704675642,0.3167509864744981
250,0.6664324378694395,0.4782587105713125,0.2978649299030532
251,0.6395781827099492,0.4227905836768052,0.2459526006949689
252,0.6142053414281325,0.3390201774030915,0.1765122703547357
253,0.6505566238716729,0.4074949869795845,0.232462670260326
254,0.6627960177543911,0.4377078328455141,0.2594540974382729
255,0.6734795025000908,0.4664051861031613,0.2863799659780425
256,0.6975032554525509,0.5112419111181479,0.3309295946355613
257,0.7017610171417732,0.5154979005622536,0.3353139936665394
258,0.6922457198788935,0.5223399280254843,0.3424186225554882
259,0.6760616484596547,0.5037074076615459,0.3232336321377056
260,0.6554626571850061,0.4428255828099057,0.2641643564142082
261,0.7088533145741323,0.5395716003911389,0.3606173940300115
262,0.6553769029284495,0.5065459798622409,0.3261231380734913
263,0.6889087920334646,0.5502224793034614,0.3720839400224085
264,0.7712079425469385,0.6475829281086889,0.4844957245661195
265,0.7324843161333183,0.6126929073049162,0.4426520235984665
266,0.7613056750972318,0.6484258610110427,0.4855279544880051
267,0.710120822630778,0.5678105747803978,0.3913812931110801
268,0.684899430731131,0.530382386489084,0.3508580861455065
269,0.6945963063369819,0.5293515159586939,0.3497710040929942
270,0.6809490045242669,0.4857662660366325,0.3052482117478217
271,0.6692097777369254,0.4578357198393121,0.2782088446498696
272,0.6012576746844123,0.3129068429088843,0.1571059004529334
273,0.5702651472161844,0.2151569266198772,0.09396378634763676
274,0.5818755336759293,0.2313654556202142,0.1034048993910179
275,0.571741628017965,0.2204857274948877,0.09702330565289738
276,0.6077659881919009,0.3327866608320535,0.1717824175110514
277,0.6660950037020504,0.458580774392131,0.2789148617376786
278,0.8061281696475323,0.680185209051616,0.5251457459866279
279,0.79644838876805,0.688763921420863,0.5360887014087153
280,0.647525727940847,0.5072194889748454,0.3268104890395466
281,0.6563195834983543,0.514437204169763,0.3342187849332365
282,0.6790479475765417,0.5633438335073752,0.386437835024363
283,0.6863749787913247,0.5777049432903588,0.4024346334226511
284,0.6890719439107154,0.5899842264073945,0.4163489235795091
285,0.6781368625259556,0.5815920833012884,0.4068158292383705
286,0.668285280271336,0.5962008172148296,0.4234760257019343
287,0.6888272016036132,0.6087800396634341,0.4380671869426388
288,0.7879345323934785,0.6877718945176763,0.5348180482675571
289,0.8050816572374158,0.7171262844710716,0.5729931177355918
290,0.7973652656759478,0.717316680408177,0.5732446050243751
291,0.7367687815115892,0.639199280610669,0.47428388641186
292,0.6737298201086227,0.5395716003911389,0.3606173940300115
293,0.6066552361428758,0.4344196930996954,0.2564488255741106
294,0.6026582302151388,0.4156241224595673,0.2395874087481981
295,0.5839004608676369,0.3713779972261498,0.2020423158153991
296,0.5917409687529835,0.360557021233206,0.1933225654662117
297,0.5742918692434507,0.2755452182150308,0.1312060441151011
298,0.5651168148166265,0.2271963671951952,0.1009379929430623
299,0.5449655127363038,0.2030761654917946,0.08718724425598923
300,0.5750742835970638,0.3163788697738563,0.1596243680585632
301,0.6281395963621348,0.4442110999257926,0.2654464104384157
302,0.7580503200776214,0.6359866654619135,0.4703970057687672
303,0.8332134206291608,0.7170310675438153,0.5728673677424718
304,0.7661627736215414,0.6618699483173363,0.502126190256238
305,0.7475980722940916,0.6536695648727779,0.4919716913628108
306,0.7330212438155473,0.6245030798016034,0.4566227003853417
307,0.7632964056496649,0.6705811608357235,0.5130164569194423
308,0.6994345095100221,0.6099005634160566,0.439377908401109
309,0.6830093693070038,0.5709284598749953,0.3948490914052029
310,0.6769755263739986,0.5449857084070021,0.3664253825849882
311,0.7246153780062672,0.6305959370566141,0.4639076732640188
312,0.6579446686845025,0.557740706926413,0.3802777072900907
313,0.7149325822217799,0.6186813603947106,0.4497111696228761
314,0.7254680949804287,0.6370593372739897,0.4716931881575678
315,0.648566487885886,0.5229930981293861,0.343100477577481
316,0.6085669371781496,0.4631733632088319,0.2832853469467316
317,0.6267063039150848,0.4665515552221273,0.2865204940788845
318,0.6216637574590701,0.4512261959209515,0.2719824233684884
319,0.6196715305348437,0.4439035809550992,0.2651616033044598
320,0.5903145119523853,0.3700888061396594,0.2009938837147908
321,0.5691799604150954,0.3024773672441192,0.1496548898771811
322,0.5751720105556413,0.3096164586957366,0.1547366990604018
323,0.5625249794613442,0.2750491868169159,0.130876956533097
324,0.5627247752337465,0.3115948587535402,0.1561591793132727
325,0.6189454945145462,0.4480372782523904,0.2690020240559682
326,0.7206486885952827,0.6296207043339341,0.4627380893182921
327,0.8292239806421077,0.7434910327266318,0.6082903297331966
328,0.7404214481383621,0.6358792987581078,0.470267356853168
329,0.6550337736363802,0.5299960450126706,0.3504504949276102
330,0.6322422129432186,0.5005800268080116,0.3200640041889098
331,0.6452649893453233,0.5449857084070021,0.3664253825849882
332,0.6755626485281221,0.5844028548090769,0.4099974352001056
333,0.6511611101462575,0.5007164060577313,0.3202019223183581
334,0.7279430466298107,0.5932157760754869,0.4200468514745874
335,0.7442827651721986,0.6238467442762856,0.4558410911517945
336,0.7256230267696976,0.6033725598600583,0.4317670670410364
337,0.8094679174325058,0.7084091379700892,0.5615323708228244
338,0.732254083747894,0.6384511163271384,0.4733773940225166
339,0.6773075398938966,0.5585969822301249,0.3812161472168195
340,0.6304617469668475,0.4822395295002734,0.3017693316795998
341,0.6007900972945495,0.4409714549897754,0.2624532537824694
342,0.5958112177479077,0.4395757268201347,0.261168642375843
343,0.5603225240299124,0.3599884684150026,0.1928694659248274
344,0.5618251347300052,0.3172409391368446,0.1602526179078931
345,0.5502002578525451,0.2907373364836686,0.1414724847101623
346,0.545068638011659,0.2409072931875775,0.1091519429763026
347,0.522321016812761,0.2003683621252666,0.085698500889969
348,0.5675978031908249,0.2923766256379699,0.1426019798032267
349,0.6115458358557582,0.4139780798637465,0.2381365394310445
350,0.7252356352377516,0.5965442838686948,0.4238714160905528
351,0.7893598854622512,0.6818895596568619,0.5273116592961897
352,0.6709711902380731,0.5481088612441961,0.3697952599700818
353,0.6421215958717571,0.5045200579468386,0.3240596409885493
354,0.6327753758317345,0.4820979234101553,0.301630036262111
355,0.6767264093365392,0.5489801600861702,0.370737934116955
356,0.6505566238716729,0.5346137163920059,0.3553365177668818
357,0.6535734644103102,0.5436058367503148,0.364941047989262
358,0.6686216090698146,0.572003768170791,0.3960483463495927
359,0.6622870229133473,0.5595739781357701,0.3822881951678261
360,0.7337110020521528,0.6417577936289228,0.4773898117240781
361,0.8236472449857778,0.7518015142739957,0.6196131735486773
362,0.8020040097497495,0.7232884981362939,0.5811578460096316
363,0.6664324378694395,0.575336319361897,0.3997756618211588
364,0.609151580053778,0.4758255366002289,0.2954901752883668
365,0.5893616226920093,0.4389539786633734,0.2605973479121188
366,0.607858459244272,0.4696147685727832,0.2894688759144504
367,0.6020050431204427,0.4495586316226403,0.2704219737844782
368,0.5854385615523784,0.4093339480575289,0.2340655208701449
369,0.5481533747977461,0.3115948587535402,0.1561591793132727
370,0.5658125881350523,0.3456682647112088,0.1816238563325063
371,0.5850544154732518,0.3843873734587349,0.2127668283087261
372,0.6042416020674717,0.4245632983014966,0.2475392576506508
373,0.631530628910268,0.5003071567812992,0.3197881382511207
374,0.7577536852315628,0.6683373848813504,0.5102012658107037
375,0.786720951872459,0.6990952190928355,0.5494028126188649
376,0.7334045229234711,0.6435639196225202,0.4795879348059631
377,0.7072657351688153,0.6248309890286101,0.4570134263122626
378,0.6543469752576052,0.5867348786583434,0.4126457752454478
379,0.6652788312139324,0.6115774996671638,0.4413428367498516
380,0.6143883312553501,0.5395716003911389,0.3606173940300115
381,0.5721347127175582,0.4631733632088319,0.2832853469467316
382,0.6372892513828062,0.5477350231687089,0.3693911378430461
383,0.6829270740637017,0.5909093296434068,0.4174060041495508
384,0.6800404664218321,0.5975734993477906,0.425057237265518
385,0.666938269014651,0.6093405591078915,0.4387226248153904
386,0.6497786009217504,0.580181591127812,0.4052235412808546
387,0.5835153022103783,0.4833708847900687,0.3028833051317759
388,0.5614248317687941,0.4432879030153157,0.2645918284477249
389,0.563622979756284,0.4253666354404764,0.2482598638789389
390,0.5828406621110713,0.4630259261962762,0.283144545172017
391,0.5533579636828434,0.3912535483145012,0.2185329987651872
392,0.5849583395360782,0.4387984039717376,0.2604544899140701
393,0.5770256780192067,0.415295435873985,0.239297362351329
394,0.5786791894621293,0.4144725790404689,0.238571967817368
395,0.5451717437797261,0.3263644035179913,0.1669731685750294
396,0.5605231048575399,0.3559831740550335,0.1896918157998663
397,0.5671024738328498,0.3947283372066282,0.2214789278174888
398,0.6243701862648495,0.5005800268080116,0.3200640041889098
399,0.6635587779530621,0.5407092716562245,0.3618342679361026
400,0.6599916884150727,0.5643126112367807,0.3875075461406289
401,0.6360533381099917,0.5589635558114552,0.3816182219522261
402,0.6355229252270989,0.5513381732087829,0.3732946731065236
403,0.6418589515376916,0.5703301903405857,0.394182586925062
404,0.6853096238748874,0.6131385022054927,0.4431755275992769
405,0.6020050431204427,0.5222091959678679,0.3422822248344153
406,0.666263742147747,0.5998543225217151,0.4276905248514414
407,0.6558912602891893,0.5907937709584955,0.4172738923293697
408,0.6822683547649482,0.6087800396634341,0.4380671869426388
409,0.6936246159946092,0.616580944102953,0.44722939654989
410,0.6974226704767806,0.6065327819396,0.4354438858912019
411,0.6446549743632038,0.5466119748956074,0.3681783418617141
412,0.6253596087754387,0.5035718384469625,0.3230959299420955
413,0.6474389224269587,0.5433545745059002,0.3646710639414122
414,0.6406318542360117,0.5498500782595785,0.3716802209842279
415,0.6361416972599782,0.5374160948392003,0.3583170307987162
416,0.615850292468724,0.4924668069217508,0.3119090963939533
417,0.6534014487567426,0.5370348134184906,0.3579108354331472
418,0.6163976339713413,0.4591759476139086,0.2794794537625799
419,0.5739981889024646,0.3641372414756879,0.1961873612344603
420,0.5963769509512413,0.4081646587328895,0.2330457577882143
421,0.5885027031838309,0.4096674177242876,0.2343567328190055
422,0.6112700541795669,0.4458986632814171,0.2670118976253794
423,0.6484798216881468,0.5207689773157912,0.3407812601023781
424,0.6534014487567426,0.5504706067024562,0.3723530467362761
425,0.6581154968500929,0.5600618369713612,0.3828240378150478
426,0.631530628910268,0.5242969971815447,0.3444635218621532
427,0.5752697209123396,0.4748200173613873,0.2945113952343859
428,0.5357078622430931,0.415788368315597,0.2397324081378447
429,0.5645197551519651,0.4497104838923393,0.2705638973567453
430,0.558212073879149,0.4334756433933364,0.2555890365027526
431,0.5556891825705259,0.4247240872859776,0.2476834088513862
432,0.5805216582380482,0.444978967568792,0.2661581948421142
433,0.6020983989468736,0.4899648425213847,0.30941408846385
434,0.5914559526159933,0.4704863092580222,0.2903103279835356
435,0.5588158729457451,0.3952469207504252,0.2219201851307787
436,0.5499959123458303,0.3926471539674984,0.2197122549744635
437,0.5418626282681517,0.3801003913760662,0.2092037250383658
438,0.5214594557861397,0.3420943440277237,0.1788673256049
439,0.4835420867311219,0.2767814075447886,0.1320278650654962
440,0.4857455517111755,0.2620833766176918,0.1224118837823077
441,0.4945748846704234,0.2775204780394731,0.1325203475135586
442,0.5202724798001621,0.2696170258279716,0.1272983245869038
443,0.5317060568916362,0.310057194091366,0.1550530567810308
444,0.5532563835142624,0.3764906192709411,0.2062256182945927
445,0.7145393948289975,0.6366304854332147,0.4711747820718059
446,0.7510484278707961,0.7034764728761076,0.5550936159898858
447,0.5637226919162427,0.4688872471931426,0.2887673471236403
448,0.5622251526765396,0.4729469527924605,0.2926921925898797
449,0.5774151655276254,0.4786868103531971,0.2982836708225046
450,0.5691799604150954,0.4690328417463155,0.2889076761226121
451,0.5926900326647512,0.4955076075676832,0.3149540235395772
452,0.5675978031908249,0.4715010706170909,0.2912914971554728
453,0.559419020312833,0.4630259261962762,0.283144545172017
454,0.5759532292661951,0.4776873140583597,0.2973064535834253
455,0.6021917403006546,0.528964421562532,0.3493632060858377
456,0.6451778796602359,0.5734343759112435,0.3976464505933152
457,0.6191270833389063,0.5349967232827276,0.3557431903220665
458,0.5811022768111548,0.4755384623438714,0.2952105800591913
459,0.5307538415195596,0.4156241224595673,0.2395874087481981
460,0.5130929628139609,0.4221441145162742,0.2453751804258502
461,0.4919541491766142,0.3763092217083654,0.20607649753416
462,0.4737962786568345,0.3667529351173331,0.1982930113394812
463,0.4761629081605513,0.3187439503084801,0.1613507629537716
464,0.5100165747059797,0.3133429502186501,0.1574211932245142
465,0.4986492546236189,0.2923766256379699,0.1426019798032267
466,0.4970687458787732,0.2816719167536875,0.1353026318098004
467,0.504364940103647,0.3478342505379974,0.1833042001786195
468,0.5669042209081295,0.464938960575809,0.2849740346955028
469,0.6823507294534179,0.6240655994818521,0.456101650900751
470,0.7922028980347625,0.7447756041470267,0.6100343861204445
471,0.76491465174909,0.7218711177851205,0.5792752470254718
472,0.7706976191372885,0.7166500733258729,0.5723643254150981
473,0.7355471951268612,0.6882680867000439,0.5354534329796645
474,0.738216789823273,0.6946863341298074,0.5437029219409778
475,0.7220511849370962,0.6732232547458346,0.5163404204590838
476,0.634992069287132,0.5764034046423082,0.4009725472035234
477,0.6074884905799042,0.529867201922153,0.3503146139880184
478,0.5899335409466162,0.4881498931430909,0.3076100393588462
479,0.6622870229133473,0.564917253659489,0.3881758749758001
480,0.6639821549998715,0.5623733869065076,0.3853676483839881
481,0.699113004317439,0.6021265061207717,0.4303212511217719
482,0.6648281002467464,0.5453614311047906,0.3668300319473052
483,0.6030311623239822,0.444978967568792,0.2661581948421142
